,ref_time,call_start_time,call_end_time,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
56,2022-08-29 03:31:52.695500000,2022-08-29 03:31:52.695500000,2022-08-29 03:31:52.709000000,112.6955,112.709,23750.0,31233.0,Echolocation,Eptesicus serotinus,0.272,0.563,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
57,2022-08-29 03:31:54.509499999,2022-08-29 03:31:54.509499999,2022-08-29 03:31:54.521800000,114.5095,114.5218,23750.0,32804.0,Echolocation,Eptesicus serotinus,0.343,0.577,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
58,2022-08-29 03:31:54.820500000,2022-08-29 03:31:54.820500000,2022-08-29 03:31:54.831800000,114.8205,114.8318,23750.0,32093.0,Echolocation,Eptesicus serotinus,0.335,0.634,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
59,2022-08-29 03:31:54.974500000,2022-08-29 03:31:54.974500000,2022-08-29 03:31:54.986100000,114.9745,114.9861,24609.0,32056.0,Echolocation,Eptesicus serotinus,0.295,0.509,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
136,2022-08-29 03:32:32.944500000,2022-08-29 03:32:32.944500000,2022-08-29 03:32:32.954500000,152.9445,152.9545,28046.0,35109.0,Echolocation,Eptesicus serotinus,0.308,0.513,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
140,2022-08-29 03:32:34.037500000,2022-08-29 03:32:34.037500000,2022-08-29 03:32:34.047300000,154.0375,154.0473,27187.0,35848.0,Echolocation,Eptesicus serotinus,0.257,0.595,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
142,2022-08-29 03:32:34.166500000,2022-08-29 03:32:34.166500000,2022-08-29 03:32:34.177900000,154.1665,154.1779,26328.0,35492.0,Echolocation,Eptesicus serotinus,0.374,0.638,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
143,2022-08-29 03:32:34.291500000,2022-08-29 03:32:34.291500000,2022-08-29 03:32:34.301100000,154.2915,154.3011,25468.0,37025.0,Echolocation,Eptesicus serotinus,0.475,0.632,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
144,2022-08-29 03:32:34.426500000,2022-08-29 03:32:34.426500000,2022-08-29 03:32:34.435500000,154.4265,154.4355,27187.0,34914.0,Echolocation,Eptesicus serotinus,0.294,0.571,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
148,2022-08-29 03:32:34.665500000,2022-08-29 03:32:34.665500000,2022-08-29 03:32:34.676200000,154.6655,154.6762,26328.0,41977.0,Echolocation,Eptesicus serotinus,0.284,0.556,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
150,2022-08-29 03:32:34.800500000,2022-08-29 03:32:34.800500000,2022-08-29 03:32:34.809600000,154.8005,154.8096,27187.0,36168.0,Echolocation,Eptesicus serotinus,0.404,0.589,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
260,2022-08-29 03:33:29.791500000,2022-08-29 03:33:29.791500000,2022-08-29 03:33:29.799100000,209.7915,209.7991,25468.0,37105.0,Echolocation,Eptesicus serotinus,0.503,0.712,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
261,2022-08-29 03:33:29.911500000,2022-08-29 03:33:29.911500000,2022-08-29 03:33:29.919900000,209.9115,209.9199,26328.0,36766.0,Echolocation,Eptesicus serotinus,0.425,0.587,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
262,2022-08-29 03:33:30.036500000,2022-08-29 03:33:30.036500000,2022-08-29 03:33:30.045200000,210.0365,210.0452,25468.0,35920.0,Echolocation,Eptesicus serotinus,0.417,0.633,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
263,2022-08-29 03:33:30.166500000,2022-08-29 03:33:30.166500000,2022-08-29 03:33:30.174400000,210.1665,210.1744,26328.0,34715.0,Echolocation,Eptesicus serotinus,0.308,0.577,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
264,2022-08-29 03:33:30.422500000,2022-08-29 03:33:30.422500000,2022-08-29 03:33:30.432800000,210.4225,210.4328,25468.0,34352.0,Echolocation,Eptesicus serotinus,0.392,0.544,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
272,2022-08-29 03:33:32.216500000,2022-08-29 03:33:32.216500000,2022-08-29 03:33:32.224500000,212.2165,212.2245,26328.0,34399.0,Echolocation,Eptesicus serotinus,0.343,0.531,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
283,2022-08-29 03:33:56.289500000,2022-08-29 03:33:56.289500000,2022-08-29 03:33:56.302200000,236.2895,236.3022,23750.0,28407.0,Echolocation,Nyctalus leisleri,0.548,0.676,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
284,2022-08-29 03:33:56.599500000,2022-08-29 03:33:56.599500000,2022-08-29 03:33:56.610400000,236.5995,236.6104,24609.0,30420.0,Echolocation,Nyctalus leisleri,0.234,0.505,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
285,2022-08-29 03:33:58.752500000,2022-08-29 03:33:58.752500000,2022-08-29 03:33:58.761500000,238.7525,238.7615,25468.0,34095.0,Echolocation,Eptesicus serotinus,0.379,0.54,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
286,2022-08-29 03:33:59.023500000,2022-08-29 03:33:59.023500000,2022-08-29 03:33:59.032599999,239.0235,239.0326,24609.0,34513.0,Echolocation,Eptesicus serotinus,0.412,0.597,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
287,2022-08-29 03:33:59.266500000,2022-08-29 03:33:59.266500000,2022-08-29 03:33:59.277200000,239.2665,239.2772,24609.0,34620.0,Echolocation,Eptesicus serotinus,0.46,0.585,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
288,2022-08-29 03:34:00.308500000,2022-08-29 03:34:00.308500000,2022-08-29 03:34:00.317800000,240.3085,240.3178,26328.0,36668.0,Echolocation,Eptesicus serotinus,0.418,0.523,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
289,2022-08-29 03:34:00.537500000,2022-08-29 03:34:00.537500000,2022-08-29 03:34:00.547300000,240.5375,240.5473,27187.0,36054.0,Echolocation,Eptesicus serotinus,0.341,0.579,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
291,2022-08-29 03:34:14.467500000,2022-08-29 03:34:14.467500000,2022-08-29 03:34:14.475600000,254.4675,254.4756,26328.0,36039.0,Echolocation,Eptesicus serotinus,0.443,0.574,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
292,2022-08-29 03:34:14.929500000,2022-08-29 03:34:14.929500000,2022-08-29 03:34:14.938200000,254.9295,254.9382,27187.0,37481.0,Echolocation,Eptesicus serotinus,0.441,0.565,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
293,2022-08-29 03:34:15.189500000,2022-08-29 03:34:15.189500000,2022-08-29 03:34:15.197900000,255.1895,255.1979,26328.0,37868.0,Echolocation,Eptesicus serotinus,0.481,0.635,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
294,2022-08-29 03:34:15.316500000,2022-08-29 03:34:15.316500000,2022-08-29 03:34:15.326500000,255.3165,255.3265,26328.0,37167.0,Echolocation,Eptesicus serotinus,0.456,0.626,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
295,2022-08-29 03:34:15.439500000,2022-08-29 03:34:15.439500000,2022-08-29 03:34:15.450800000,255.4395,255.4508,25468.0,40767.0,Echolocation,Eptesicus serotinus,0.584,0.72,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
296,2022-08-29 03:34:15.563500000,2022-08-29 03:34:15.563500000,2022-08-29 03:34:15.574200000,255.5635,255.5742,25468.0,40045.0,Echolocation,Eptesicus serotinus,0.66,0.732,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
297,2022-08-29 03:34:15.686500000,2022-08-29 03:34:15.686500000,2022-08-29 03:34:15.695400000,255.6865,255.6954,26328.0,36242.0,Echolocation,Eptesicus serotinus,0.439,0.558,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
298,2022-08-29 03:34:15.791500000,2022-08-29 03:34:15.791500000,2022-08-29 03:34:15.800000000,255.7915,255.8,27187.0,36376.0,Echolocation,Eptesicus serotinus,0.372,0.515,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
299,2022-08-29 03:34:30.986500000,2022-08-29 03:34:30.986500000,2022-08-29 03:34:30.996300000,270.9865,270.9963,24609.0,31600.0,Echolocation,Nyctalus leisleri,0.284,0.579,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
311,2022-08-29 03:34:37.882500000,2022-08-29 03:34:37.882500000,2022-08-29 03:34:37.893400000,277.8825,277.8934,26328.0,37609.0,Echolocation,Eptesicus serotinus,0.451,0.619,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
315,2022-08-29 03:34:38.176500000,2022-08-29 03:34:38.176500000,2022-08-29 03:34:38.187000000,278.1765,278.187,24609.0,33761.0,Echolocation,Eptesicus serotinus,0.418,0.623,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
328,2022-08-29 03:34:55.554500000,2022-08-29 03:34:55.554500000,2022-08-29 03:34:55.562900000,295.5545,295.5629,27187.0,34292.0,Echolocation,Eptesicus serotinus,0.296,0.618,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
329,2022-08-29 03:34:55.940500000,2022-08-29 03:34:55.940500000,2022-08-29 03:34:55.952000000,295.9405,295.952,27187.0,33808.0,Echolocation,Eptesicus serotinus,0.283,0.545,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
330,2022-08-29 03:34:56.320500000,2022-08-29 03:34:56.320500000,2022-08-29 03:34:56.332400000,296.3205,296.3324,26328.0,35753.0,Echolocation,Eptesicus serotinus,0.351,0.562,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
331,2022-08-29 03:34:56.444500000,2022-08-29 03:34:56.444500000,2022-08-29 03:34:56.452600000,296.4445,296.4526,27187.0,36176.0,Echolocation,Eptesicus serotinus,0.338,0.591,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
332,2022-08-29 03:34:56.579500000,2022-08-29 03:34:56.579500000,2022-08-29 03:34:56.589600000,296.5795,296.5896,27187.0,34842.0,Echolocation,Eptesicus serotinus,0.315,0.598,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
333,2022-08-29 03:34:56.706500000,2022-08-29 03:34:56.706500000,2022-08-29 03:34:56.714900000,296.7065,296.7149,27187.0,36687.0,Echolocation,Eptesicus serotinus,0.374,0.675,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
334,2022-08-29 03:34:56.796500000,2022-08-29 03:34:56.796500000,2022-08-29 03:34:56.804300000,296.7965,296.8043,28046.0,37747.0,Echolocation,Eptesicus serotinus,0.395,0.566,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
335,2022-08-29 03:34:56.891500000,2022-08-29 03:34:56.891500000,2022-08-29 03:34:56.900600000,296.8915,296.9006,26328.0,33140.0,Echolocation,Nyctalus leisleri,0.284,0.599,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
336,2022-08-29 03:35:05.256500000,2022-08-29 03:35:05.256500000,2022-08-29 03:35:05.266200000,305.2565,305.2662,25468.0,34405.0,Echolocation,Eptesicus serotinus,0.33,0.554,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
337,2022-08-29 03:35:29.872500000,2022-08-29 03:35:29.872500000,2022-08-29 03:35:29.880900000,329.8725,329.8809,27187.0,35807.0,Echolocation,Eptesicus serotinus,0.344,0.563,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
338,2022-08-29 03:35:30.267500000,2022-08-29 03:35:30.267500000,2022-08-29 03:35:30.278900000,330.2675,330.2789,26328.0,34032.0,Echolocation,Eptesicus serotinus,0.351,0.526,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
339,2022-08-29 03:35:30.799500000,2022-08-29 03:35:30.799500000,2022-08-29 03:35:30.811600000,330.7995,330.8116,25468.0,35468.0,Echolocation,Eptesicus serotinus,0.397,0.558,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
340,2022-08-29 03:35:30.919500000,2022-08-29 03:35:30.919500000,2022-08-29 03:35:30.930500000,330.9195,330.9305,26328.0,36759.0,Echolocation,Eptesicus serotinus,0.455,0.582,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
341,2022-08-29 03:35:31.058500000,2022-08-29 03:35:31.058500000,2022-08-29 03:35:31.070800000,331.0585,331.0708,25468.0,36837.0,Echolocation,Eptesicus serotinus,0.462,0.655,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
342,2022-08-29 03:35:31.188500000,2022-08-29 03:35:31.188500000,2022-08-29 03:35:31.198300000,331.1885,331.1983,26328.0,38016.0,Echolocation,Eptesicus serotinus,0.495,0.643,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
343,2022-08-29 03:35:31.450500000,2022-08-29 03:35:31.450500000,2022-08-29 03:35:31.461000000,331.4505,331.461,25468.0,38650.0,Echolocation,Eptesicus serotinus,0.594,0.714,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
344,2022-08-29 03:35:31.714500000,2022-08-29 03:35:31.714500000,2022-08-29 03:35:31.723700000,331.7145,331.7237,25468.0,34918.0,Echolocation,Eptesicus serotinus,0.387,0.569,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
345,2022-08-29 03:35:31.955500000,2022-08-29 03:35:31.955500000,2022-08-29 03:35:31.965000000,331.9555,331.965,24609.0,34858.0,Echolocation,Eptesicus serotinus,0.44,0.612,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
346,2022-08-29 03:36:00.108500000,2022-08-29 03:36:00.108500000,2022-08-29 03:36:00.118700000,360.1085,360.1187,25468.0,32032.0,Echolocation,Nyctalus leisleri,0.34,0.596,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
347,2022-08-29 03:36:04.241500000,2022-08-29 03:36:04.241500000,2022-08-29 03:36:04.254900000,364.2415,364.2549,24609.0,30158.0,Echolocation,Nyctalus leisleri,0.28,0.512,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
348,2022-08-29 03:36:04.646500000,2022-08-29 03:36:04.646500000,2022-08-29 03:36:04.659900000,364.6465,364.6599,24609.0,35264.0,Echolocation,Eptesicus serotinus,0.406,0.631,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
349,2022-08-29 03:36:04.811500000,2022-08-29 03:36:04.811500000,2022-08-29 03:36:04.824800000,364.8115,364.8248,24609.0,35074.0,Echolocation,Eptesicus serotinus,0.407,0.644,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
350,2022-08-29 03:36:05.120500000,2022-08-29 03:36:05.120500000,2022-08-29 03:36:05.130500000,365.1205,365.1305,24609.0,33529.0,Echolocation,Eptesicus serotinus,0.349,0.633,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
372,2022-08-29 03:36:36.177500000,2022-08-29 03:36:36.177500000,2022-08-29 03:36:36.185400000,396.1775,396.1854,29765.0,36992.0,Echolocation,Nyctalus leisleri,0.391,0.581,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
373,2022-08-29 03:36:36.303500000,2022-08-29 03:36:36.303500000,2022-08-29 03:36:36.315700000,396.3035,396.3157,26328.0,33547.0,Echolocation,Eptesicus serotinus,0.244,0.517,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
374,2022-08-29 03:36:36.532500000,2022-08-29 03:36:36.532500000,2022-08-29 03:36:36.540100000,396.5325,396.5401,29765.0,38569.0,Echolocation,Nyctalus leisleri,0.462,0.672,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
375,2022-08-29 03:36:36.627500000,2022-08-29 03:36:36.627500000,2022-08-29 03:36:36.637300000,396.6275,396.6373,29765.0,36462.0,Echolocation,Nyctalus leisleri,0.302,0.518,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
376,2022-08-29 03:36:36.706500000,2022-08-29 03:36:36.706500000,2022-08-29 03:36:36.715500000,396.7065,396.7155,27187.0,36006.0,Echolocation,Eptesicus serotinus,0.295,0.629,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
377,2022-08-29 03:36:36.754500000,2022-08-29 03:36:36.754500000,2022-08-29 03:36:36.763100000,396.7545,396.7631,28906.0,37727.0,Echolocation,Nyctalus leisleri,0.359,0.606,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
378,2022-08-29 03:36:36.877500000,2022-08-29 03:36:36.877500000,2022-08-29 03:36:36.885000000,396.8775,396.885,28906.0,37037.0,Echolocation,Nyctalus leisleri,0.315,0.631,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
379,2022-08-29 03:36:37.006500000,2022-08-29 03:36:37.006500000,2022-08-29 03:36:37.014300000,397.0065,397.0143,28046.0,43179.0,Echolocation,Nyctalus leisleri,0.357,0.687,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
380,2022-08-29 03:36:37.087500000,2022-08-29 03:36:37.087500000,2022-08-29 03:36:37.097100000,397.0875,397.0971,26328.0,36773.0,Echolocation,Eptesicus serotinus,0.354,0.707,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
382,2022-08-29 03:36:37.251500000,2022-08-29 03:36:37.251500000,2022-08-29 03:36:37.258700000,397.2515,397.2587,28906.0,39373.0,Echolocation,Eptesicus serotinus,0.294,0.578,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
386,2022-08-29 03:36:37.652500000,2022-08-29 03:36:37.652500000,2022-08-29 03:36:37.661000000,397.6525,397.661,26328.0,36534.0,Echolocation,Eptesicus serotinus,0.365,0.647,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
390,2022-08-29 03:36:38.253500000,2022-08-29 03:36:38.253500000,2022-08-29 03:36:38.261400000,398.2535,398.2614,30625.0,37922.0,Echolocation,Nyctalus leisleri,0.526,0.722,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
391,2022-08-29 03:36:38.378500000,2022-08-29 03:36:38.378500000,2022-08-29 03:36:38.388100000,398.3785,398.3881,29765.0,37623.0,Echolocation,Eptesicus serotinus,0.297,0.571,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
392,2022-08-29 03:36:38.868500000,2022-08-29 03:36:38.868500000,2022-08-29 03:36:38.878800000,398.8685,398.8788,28906.0,35626.0,Echolocation,Eptesicus serotinus,0.266,0.503,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
393,2022-08-29 03:36:38.986500000,2022-08-29 03:36:38.986500000,2022-08-29 03:36:38.993700000,398.9865,398.9937,27187.0,38719.0,Echolocation,Eptesicus serotinus,0.453,0.617,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
395,2022-08-29 03:36:39.218500000,2022-08-29 03:36:39.218500000,2022-08-29 03:36:39.226200000,399.2185,399.2262,28046.0,36320.0,Echolocation,Nyctalus leisleri,0.361,0.673,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
396,2022-08-29 03:36:39.341500000,2022-08-29 03:36:39.341500000,2022-08-29 03:36:39.348900000,399.3415,399.3489,28046.0,37181.0,Echolocation,Nyctalus leisleri,0.396,0.71,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
397,2022-08-29 03:36:39.475500000,2022-08-29 03:36:39.475500000,2022-08-29 03:36:39.483700000,399.4755,399.4837,28046.0,36510.0,Echolocation,Eptesicus serotinus,0.361,0.595,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
398,2022-08-29 03:36:39.732500000,2022-08-29 03:36:39.732500000,2022-08-29 03:36:39.742200000,399.7325,399.7422,27187.0,34736.0,Echolocation,Nyctalus leisleri,0.356,0.589,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
399,2022-08-29 03:36:47.029500000,2022-08-29 03:36:47.029500000,2022-08-29 03:36:47.038300000,407.0295,407.0383,26328.0,33404.0,Echolocation,Eptesicus serotinus,0.306,0.527,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
400,2022-08-29 03:36:48.256500000,2022-08-29 03:36:48.256500000,2022-08-29 03:36:48.267000000,408.2565,408.267,27187.0,39819.0,Echolocation,Eptesicus serotinus,0.558,0.648,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
401,2022-08-29 03:36:48.386500000,2022-08-29 03:36:48.386500000,2022-08-29 03:36:48.396100000,408.3865,408.3961,27187.0,36631.0,Echolocation,Eptesicus serotinus,0.406,0.537,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
402,2022-08-29 03:36:48.518499999,2022-08-29 03:36:48.518499999,2022-08-29 03:36:48.529000000,408.5185,408.529,28046.0,39262.0,Echolocation,Eptesicus serotinus,0.448,0.577,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
403,2022-08-29 03:36:48.642500000,2022-08-29 03:36:48.642500000,2022-08-29 03:36:48.651300000,408.6425,408.6513,27187.0,37264.0,Echolocation,Eptesicus serotinus,0.476,0.663,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
404,2022-08-29 03:36:48.779500000,2022-08-29 03:36:48.779500000,2022-08-29 03:36:48.788700000,408.7795,408.7887,28046.0,39214.0,Echolocation,Eptesicus serotinus,0.501,0.614,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
405,2022-08-29 03:36:48.905500000,2022-08-29 03:36:48.905500000,2022-08-29 03:36:48.915500000,408.9055,408.9155,27187.0,39098.0,Echolocation,Eptesicus serotinus,0.563,0.677,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
406,2022-08-29 03:36:49.103500000,2022-08-29 03:36:49.103500000,2022-08-29 03:36:49.112900000,409.1035,409.1129,28906.0,38873.0,Echolocation,Eptesicus serotinus,0.434,0.597,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
407,2022-08-29 03:36:49.385500000,2022-08-29 03:36:49.385500000,2022-08-29 03:36:49.395400000,409.3855,409.3954,28906.0,36464.0,Echolocation,Nyctalus leisleri,0.343,0.613,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
409,2022-08-29 03:36:49.733500000,2022-08-29 03:36:49.733500000,2022-08-29 03:36:49.741800000,409.7335,409.7418,28906.0,40715.0,Echolocation,Eptesicus serotinus,0.518,0.637,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
